11:04:49.873[][] dist [restartedMain] INFO  com.qdu.buy.DistWebApplication - The following profiles are active: dev
11:06:42.967[][] dist [http-nio-8081-exec-5] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:42.970[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:42.970[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:42.979[][] dist [http-nio-8081-exec-5] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:42.980[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:42.980[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:42.984[][] dist [http-nio-8081-exec-7] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:42.985[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:42.985[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:42.989[][] dist [http-nio-8081-exec-8] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:42.989[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:42.989[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:42.994[][] dist [http-nio-8081-exec-6] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:42.995[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:42.995[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:43.000[][] dist [http-nio-8081-exec-1] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:43.001[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:43.001[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:43.004[][] dist [http-nio-8081-exec-3] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:43.005[][] dist [http-nio-8081-exec-3] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:43.005[][] dist [http-nio-8081-exec-3] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:43.011[][] dist [http-nio-8081-exec-9] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:43.013[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:43.013[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:43.018[][] dist [http-nio-8081-exec-9] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:43.020[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:43.020[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:43.023[][] dist [http-nio-8081-exec-10] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:43.025[][] dist [http-nio-8081-exec-10] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:43.025[][] dist [http-nio-8081-exec-10] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:43.030[][] dist [http-nio-8081-exec-4] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:43.031[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:43.031[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:43.034[][] dist [http-nio-8081-exec-2] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:43.035[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:43.035[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:43.037[][] dist [http-nio-8081-exec-5] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:43.038[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:43.038[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:45.000[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:45.000[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:45.005[][] dist [http-nio-8081-exec-6] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:45.008[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:45.008[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:45.015[][] dist [http-nio-8081-exec-1] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:45.019[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:45.019[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:45.032[][] dist [http-nio-8081-exec-1] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:45.035[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:45.036[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:45.047[][] dist [http-nio-8081-exec-1] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:45.050[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:45.051[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:45.057[][] dist [http-nio-8081-exec-1] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:45.061[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:45.062[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:45.071[][] dist [http-nio-8081-exec-1] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:45.077[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:45.079[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:45.087[][] dist [http-nio-8081-exec-3] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:45.089[][] dist [http-nio-8081-exec-3] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:45.090[][] dist [http-nio-8081-exec-3] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:45.095[][] dist [http-nio-8081-exec-9] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:45.096[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:45.096[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:45.101[][] dist [http-nio-8081-exec-10] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:45.102[][] dist [http-nio-8081-exec-10] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:45.102[][] dist [http-nio-8081-exec-10] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:45.107[][] dist [http-nio-8081-exec-4] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:45.108[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:45.108[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:45.112[][] dist [http-nio-8081-exec-2] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:45.113[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:45.113[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:45.117[][] dist [http-nio-8081-exec-5] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:45.118[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:45.118[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:45.122[][] dist [http-nio-8081-exec-7] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:45.123[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:45.123[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:45.127[][] dist [http-nio-8081-exec-8] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:45.128[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:45.128[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:45.132[][] dist [http-nio-8081-exec-6] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:45.132[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:45.132[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:45.136[][] dist [http-nio-8081-exec-1] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:45.137[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:45.137[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:45.143[][] dist [http-nio-8081-exec-3] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:45.145[][] dist [http-nio-8081-exec-3] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:45.145[][] dist [http-nio-8081-exec-3] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:45.149[][] dist [http-nio-8081-exec-9] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:45.150[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:45.150[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:06:45.154[][] dist [http-nio-8081-exec-10] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:06:45.154[][] dist [http-nio-8081-exec-10] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:06:45.154[][] dist [http-nio-8081-exec-10] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:23.448[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:23.449[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:23.455[][] dist [http-nio-8081-exec-3] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:23.457[][] dist [http-nio-8081-exec-3] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:23.457[][] dist [http-nio-8081-exec-3] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:23.460[][] dist [http-nio-8081-exec-9] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:23.461[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:23.461[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:23.464[][] dist [http-nio-8081-exec-10] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:23.466[][] dist [http-nio-8081-exec-10] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:23.466[][] dist [http-nio-8081-exec-10] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:23.475[][] dist [http-nio-8081-exec-4] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:23.476[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:23.476[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:23.480[][] dist [http-nio-8081-exec-5] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:23.481[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:23.481[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:23.488[][] dist [http-nio-8081-exec-5] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:23.490[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:23.490[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:23.494[][] dist [http-nio-8081-exec-2] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:23.496[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:23.496[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:23.502[][] dist [http-nio-8081-exec-7] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:23.504[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:23.504[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:23.512[][] dist [http-nio-8081-exec-8] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:23.513[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:23.513[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:23.519[][] dist [http-nio-8081-exec-6] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:23.522[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:23.522[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:23.527[][] dist [http-nio-8081-exec-1] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:23.528[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:23.528[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:23.531[][] dist [http-nio-8081-exec-3] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:23.532[][] dist [http-nio-8081-exec-3] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:23.532[][] dist [http-nio-8081-exec-3] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:23.538[][] dist [http-nio-8081-exec-9] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:23.539[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:23.539[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:23.543[][] dist [http-nio-8081-exec-10] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:23.544[][] dist [http-nio-8081-exec-10] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:23.544[][] dist [http-nio-8081-exec-10] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:23.546[][] dist [http-nio-8081-exec-4] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:23.547[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:23.547[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:23.552[][] dist [http-nio-8081-exec-5] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:23.553[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:23.553[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:23.557[][] dist [http-nio-8081-exec-2] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:23.558[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:23.558[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:23.561[][] dist [http-nio-8081-exec-7] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:23.562[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:23.562[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:23.566[][] dist [http-nio-8081-exec-8] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:23.568[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:23.568[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:23.572[][] dist [http-nio-8081-exec-6] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:23.572[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:23.573[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.415[][] dist [http-nio-8081-exec-3] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.415[][] dist [http-nio-8081-exec-3] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.422[][] dist [http-nio-8081-exec-9] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.423[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.423[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.427[][] dist [http-nio-8081-exec-10] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.428[][] dist [http-nio-8081-exec-10] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.428[][] dist [http-nio-8081-exec-10] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.435[][] dist [http-nio-8081-exec-4] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.437[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.437[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.441[][] dist [http-nio-8081-exec-5] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.442[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.442[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.456[][] dist [http-nio-8081-exec-2] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.457[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.458[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.462[][] dist [http-nio-8081-exec-2] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.464[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.464[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.470[][] dist [http-nio-8081-exec-8] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.472[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.473[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.479[][] dist [http-nio-8081-exec-6] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.480[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.480[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.485[][] dist [http-nio-8081-exec-1] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.486[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.486[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.489[][] dist [http-nio-8081-exec-3] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.490[][] dist [http-nio-8081-exec-3] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.490[][] dist [http-nio-8081-exec-3] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.495[][] dist [http-nio-8081-exec-9] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.496[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.496[][] dist [http-nio-8081-exec-9] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.502[][] dist [http-nio-8081-exec-10] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.503[][] dist [http-nio-8081-exec-10] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.503[][] dist [http-nio-8081-exec-10] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.507[][] dist [http-nio-8081-exec-4] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.508[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.508[][] dist [http-nio-8081-exec-4] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.511[][] dist [http-nio-8081-exec-5] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.512[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.512[][] dist [http-nio-8081-exec-5] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.516[][] dist [http-nio-8081-exec-7] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.517[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.518[][] dist [http-nio-8081-exec-7] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.521[][] dist [http-nio-8081-exec-2] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.522[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.522[][] dist [http-nio-8081-exec-2] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.529[][] dist [http-nio-8081-exec-8] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.535[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.535[][] dist [http-nio-8081-exec-8] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.539[][] dist [http-nio-8081-exec-6] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.540[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
11:07:25.541[][] dist [http-nio-8081-exec-6] INFO  c.q.b.w.interceptor.LoginInterceptor - ------:直接跳转到login页面！
11:07:25.654[][] dist [http-nio-8081-exec-1] WARN  o.s.web.servlet.PageNotFound - Request method 'GET' not supported
11:07:25.655[][] dist [http-nio-8081-exec-1] INFO  c.q.b.w.interceptor.LoginInterceptor - ------preHandle进入拦截器------
